,abuseCount,helpfulNo,helpfulYes,languageCode,postedDate,productId,ratingValue,reviewText
29,0,0,0,ru-RU,2021-01-21T06:58:24.424Z,101691,5,"Wonderful! Soft, comfortable and beautiful masks!"
30,0,0,0,en-US,2021-01-21T05:24:02.502Z,101691,5,Nice soft fabric - also helpful for keeping warm in a cold winter. 
31,0,0,0,en-US,2021-01-21T02:21:53.51Z,101691,3,The one I received was poorly made. It had some loose strings. The material used is not very breathable in hot humid climate. Cute colours and patterns tho. I've not seen them anywhere else.
32,0,0,0,ru-RU,2021-01-19T16:55:50.885Z,101691,5,"Comfortable muslin masks, wash well, breathe well."
33,0,0,0,ja-JP,2021-01-19T09:53:39.034Z,101691,3,"It is easy to wrinkle, but it is easy to use."
34,0,0,0,en-US,2021-01-19T06:00:12.156Z,101691,5,"Very cute. They are made of what reminds me of muslin swaddle blankets, but a bunch of layers of them. Moderately thick, breathable. Extremely stretchy ear loops. Unfortunately catches dog fur veryy easily so I can’t  really use them since I would be picking up my mask to constantly itch my face and try to pull those suckers out. But if you don’t have shedding pets I bet they’re great!"
35,0,0,0,he-IL,2021-01-18T17:38:46.57Z,101691,5,Excellent and beautiful
36,0,0,0,he-IL,2021-01-18T16:02:04.122Z,101691,5,Cozy cotton fabric! Beautiful colors
37,0,0,0,ja-JP,2021-01-18T01:49:19.511Z,101691,5,It looked cute and was comfortable to use.
38,0,0,0,en-US,2021-01-17T18:48:03.835Z,101691,5,I use them on everyday basis. Just perfect. 
39,0,0,5,ru-RU,2020-12-20T16:56:56.259Z,101691,5,"I liked these masks, they are thick, they have about three layers, but they breathe well, they are more suitable for a small face, I washed them many times and everything is ok!"
40,0,0,0,en-US,2021-01-09T13:21:56.061Z,101691,5,Love it!! The only mask I can breathe with.
41,0,0,0,ja-JP,2021-01-09T05:58:42.5Z,101691,3,I bought it because the design was cute. The fabric seems to shrink when washed with thin gauze. I&#39;m going to use it with a filter inside.
42,0,0,1,en-US,2021-01-04T13:33:23.736Z,101691,5,Perfect!!!!!!!
43,0,0,0,ru-RU,2021-01-05T17:42:26.64Z,101691,5,"Masks are what you need, soft, pleasant to the touch, you even want to wear them always !!! Nice design, high-quality cotton, I took it again for a gift, everyone is happy with the purchase !!!"
44,0,0,0,ru-RU,2021-01-04T19:42:14.514Z,101691,4,"First, the masks are very pretty. The colors are pleasant, the fabric is soft. Thick enough - actually thicker than I expected and imagined. For this reason, for example, I often get hot in them. Another point is that they are small in size and fit tighter to the face than standard pharmacy masks. However, this will wear less makeup underneath because they are very soft. If you have a small face and have never suffered from the heat under the mask - take it without fail, you will not regret it! But even if you are not a Thumbelina and appreciate the coolness, I think you will not regret it anyway, because they are cute and pleasant to the touch. I wear it with pleasure and, by the way, until I met anyone in the same mask :)"
45,0,0,4,ru-RU,2020-12-14T11:54:31.606Z,101691,5,"The reality of 2020 is the need to wear a mask if you want to participate in any kind of social life. We are not discussing its effectiveness - I see no point in this. Let&#39;s discuss the pleasant fabric, ease of use and the ability to change the mask every day. These cute pieces of fabric are perfectly washed in warm water and dry on a hot battery in 10 minutes. Therefore, personally, it&#39;s easier for me to spend money once and no longer bother about where to get masks."
46,0,0,0,en-US,2020-12-31T13:16:52.094Z,101691,5,All the face  masks are great. Light and soft. 
47,0,0,0,ru-RU,2020-12-30T21:49:46.873Z,101691,5,"I use these masks. I like it, it&#39;s easy to breathe. Reusable. Wash and carry on."
48,0,0,0,ja-JP,2020-12-29T11:26:12.289Z,101691,5,cute.
49,0,0,0,en-US,2020-12-28T10:36:27.19Z,101691,5,Great 
50,0,0,0,he-IL,2020-12-27T06:38:35.995Z,101691,5,Excellent breathers do not irritate the skin
51,0,0,1,en-US,2020-12-22T17:44:15.294Z,101691,5,Nice
52,0,0,0,en-US,2020-12-27T05:30:25.964Z,101691,5,"They are definitely thick but you can breathe through it well. I wear these on my 10 hour shifts. They fit well on my petite face. I do find that the string hurt my ears after around 4 hours though but I haven't found many masks that don't do that. The colours are a bit less vibrant in person but they are still lovely. Overall, I am very happy with them!"
53,0,0,0,en-US,2020-12-26T10:43:42.84Z,101691,4,good and beautiful but thick 
54,0,0,1,he-IL,2020-12-20T14:33:19.687Z,101691,5,"I ordered in almost all colors a comfortable, breathable and wonderful mask"
55,0,0,1,ar-SA,2020-12-20T03:17:06.215Z,101691,5,Excellent quality
56,0,0,0,he-IL,2020-12-24T09:59:36.914Z,101691,5,Great for those who care about the environment
57,0,0,1,en-US,2020-12-19T15:24:07.465Z,101691,5,"Very nice touch, like a babies muslin."
58,0,0,1,he-IL,2020-12-19T14:28:52.467Z,101691,3,Nice product I did not particularly fall. It can not be said that it is super comfortable and there is no big difference between it and a regular disposable mask
59,0,0,1,ru-RU,2020-12-18T16:50:45.079Z,101691,5,Very stylish and high quality
60,0,0,1,ru-RU,2020-12-18T12:27:12.159Z,101691,4,"I&#39;m honestly not a fan of masks, but, you know, now it&#39;s a necessity. These are the most comfortable: soft, breathable, do not irritate the skin (the material is suitable and light-colored, does not heat up)"
61,0,0,0,en-US,2020-12-22T01:57:18.918Z,101691,5,This is my second purchase of these but different colors. I like the muslin-like material and they are comfortable and fit my face nicely.
62,0,0,0,en-US,2020-12-21T00:36:59.621Z,101691,2,"I was expecting something kind of like fleece, for winter walks. They’re just plain cotton, unlined. They’re just ok, I would not order these. Also no nosepiece to secure the mask."
63,0,0,0,he-IL,2020-12-20T20:24:15.383Z,101691,1,"A thick, breathless mask"
64,0,0,3,ja-JP,2020-12-05T07:06:13.71Z,101691,4,"It is a gauze-like fabric and is thick. It doesn&#39;t have a nose wire, but it fits your face relatively well. I think the size is about the regular size of a mask you buy in Japan. Below the photo is Iris Ohyama&#39;s pleated mask. There is a frayed thread and a smell,"
65,0,0,0,en-US,2020-12-17T03:35:18.014Z,101691,5,Great
66,0,0,0,en-US,2020-12-15T03:59:06.54Z,101691,4,"Love these masks, but some may find them tight on the ears. I had originally bought these for my mom, but she found them too uncomfortable. These fit my face well, but I have noticed that they have been shrinking in the wash, so that may become an issue later down the road for me as well. Love the designs, and find them to work well in the colder cooler months."
67,0,0,0,en-US,2020-12-14T20:38:47.275Z,101691,2,The masks are quite small in size. Also they did not feel safe or effective - I could feel my breath when putting my palm in front of my mouth as I breathed out
68,0,0,0,en-US,2020-12-14T18:26:58.265Z,101691,4,i love them 
69,0,0,0,en-US,2020-12-13T10:19:28.992Z,101691,5,"That’s good!!
So cute and  comfortable "
70,0,0,0,he-IL,2020-12-13T08:52:31.356Z,101691,4,Very nice non-suffocating mask
71,0,0,0,en-US,2020-12-12T15:17:20.267Z,101691,5,great mask. became smaller in the drier mashing .. 
72,0,0,0,ru-RU,2020-12-12T12:02:09.958Z,101691,5,"Beautiful, comfortable reusable masks!"
73,0,0,0,en-US,2020-12-12T00:42:28.095Z,101691,5,Worth buying! It's soft on the skin AND THE PRINTS ARE SO CUTE. Will definitely buy the other designs.
74,0,0,0,he-IL,2020-12-11T20:45:42.977Z,101691,5,"The masks are comfortable, pleasant, wash great. recommended!"
75,0,0,0,ja-JP,2020-12-10T21:27:11.23Z,101691,5,It&#39;s cute and the size is just right.
76,0,0,0,he-IL,2020-12-10T20:10:24.334Z,101691,5,"Pleasant, airy masks, easy to wash."
77,0,0,0,en-US,2020-12-10T15:22:17.597Z,101691,5,"A very fashionable mask, pleasant to the touch and facial skin, especially during the corona period. It is highly recommended"
78,0,0,0,en-US,2020-12-10T04:39:05.142Z,101691,5,.
79,0,0,0,he-IL,2020-12-09T17:45:39.424Z,101691,5,"Perfect, recommend to everyone"
80,0,0,0,en-US,2020-12-05T13:24:22.37Z,101691,5,"Very comfortable masks, easy to breath.
I’m using them every day."
81,0,0,0,he-IL,2020-12-04T15:30:28.241Z,101691,3,Less good than the surgical structure is difficult to breathe
82,0,0,0,he-IL,2020-12-04T14:27:29.009Z,101691,5,Great for those who have sensitive skin!
83,0,0,0,en-US,2020-12-02T20:28:15.253Z,101691,5,"nice 
"
84,0,0,0,en-US,2020-12-02T20:19:12.441Z,101691,5,Great masks. Easy to breath through and clean!
85,0,0,0,he-IL,2020-11-23T17:05:03.461Z,101691,4,"Nice, prefers the disposable - does not feel confident with them"
86,0,0,0,en-US,2020-11-22T05:50:25.401Z,101691,3,"Cute masks, comfortable fabric but if sweaty it absorbs and you want to switch it up... NOT good for glasses wearers.."
87,0,0,0,ru-RU,2020-11-21T01:43:07.51Z,101691,4,"face masks are good for us girls at this time, relevant to all health"
88,0,0,0,en-US,2020-11-14T09:53:19.667Z,101691,5,"Not itches the skin, feels very good, way better than the paper ones"
89,0,0,0,he-IL,2020-11-12T20:05:22.397Z,101691,5,"Very pleasant on the face, I started using clay and the second mask was scratching the wounds. There is no problem with this here."
90,0,0,0,en-US,2020-11-12T00:07:17.779Z,101691,5,Great breathable masks and cute colors
91,0,0,0,ja-JP,2020-11-11T03:36:19.654Z,101691,4,"I bought it because I thought it was unique and cute. I don&#39;t like the paper mask because my skin is weak, but I think it has been improved here."
92,0,0,0,en-US,2020-10-27T19:22:17.426Z,101691,5,"Very comfortable masks, breathable, and pretty. The band does not hurt the ears. "
93,0,0,0,en-US,2020-10-24T22:58:04.732Z,101691,5,"Comfortable, multiple layers, generous ear loops (twist to fit smaller faces). I found it easy to breathe and am asthmatic. hey do shrink in the wash and could be ironed but I just wash and wear just fine."
94,0,0,0,he-IL,2020-10-24T10:43:54.349Z,101691,4,"I bought the masks on sale and the price was very cheap, they are very high quality and soft, 100% cotton and three layers, a little thick for my taste but, I really liked."
95,0,0,0,ar-SA,2020-10-21T22:42:01.111Z,101691,5,"Its fabric is thick, sweet and comfortable in winter, and its size is appropriate"
96,0,0,0,es-MX,2020-10-17T22:49:04.852Z,101691,3,"-Difficult to spread, poorly absorbed + very pleasant smell"
97,0,0,1,en-US,2020-10-12T12:46:49.953Z,101691,5,"The quality is high. I love the fabric, it’s comfortable. The only problem is that you can’t change the size of the mask "
98,0,0,1,en-US,2020-10-11T01:49:02.465Z,101691,5,"This masks are so cute, they r thick enough to protect but also breathable, and especially they don't hurt the ear, the colours are beautiful i totally recommend. "
99,0,1,0,en-US,2020-10-17T23:34:40.751Z,101691,3,"It’s ok, the only problem with this mask is that because it’s made of cloth it won’t protect us from viruses. Otherwise the color and material is good"
100,0,0,0,en-US,2020-10-12T00:10:31.841Z,101691,3,"The reason why i gave 3 stars is the masks looks soft, it wasn't and some were smaller than others. Not comfortable "
101,0,0,0,ru-RU,2020-10-11T17:11:46.874Z,101691,5,High quality and beautiful masks. Sits comfortably on the face.
102,0,0,1,he-IL,2020-10-06T06:16:26.909Z,101691,5,"We used to buy clothes… Now fashion has come to fabric masks. My skin does not tolerate any mask other than cotton. If we are already destined to walk around with masks, then let them be made of cotton and beautiful. They all fly on my leopard masks from the previous set I bought at Ayurveda, mostly on the dark leopard. I also ordered the pink set. There are 3 sets to choose from. Each set has 3 100% cotton masks, 3 layers of fabric, washable. The sets: 1. The most beautiful set for me, tiger samples in two shades (see photo) plus one black that does not appear here 2. The pink set that appears in the photo. The pink part is very useful and suitable for any outfit. 3. Another set I will buy in the future"
103,0,0,0,he-IL,2020-10-10T10:39:17.924Z,101691,4,The child is in love with us a little less
104,0,0,0,en-US,2020-10-10T08:25:47.668Z,101691,5,Very soft on the face and easy to wash
105,0,0,0,en-US,2020-10-09T21:15:10.432Z,101691,5,"Very comfortable, even in hot and humid days. Easy to wash in regular laundry.
Looks great as well. It’s my third order and as long as COVID is here it’s probably not the last."
106,0,0,0,he-IL,2020-10-09T20:35:21.069Z,101691,5,"Very beautiful and pleasant to the face, does not cause sores on the face."
107,0,0,0,ru-RU,2020-10-09T15:58:09.499Z,101691,5,"Soft, cotton, many one-off, comfortable, also beautiful! Decent purchase!"
108,0,0,0,he-IL,2020-10-08T17:42:45.349Z,101691,2,Hard to breathe and does not hold up on the face. Falls all the time.
109,0,0,0,he-IL,2020-10-07T15:05:39.591Z,101691,5,"Second time I order the masks from this company, excellent as news after washing"
110,0,0,0,en-US,2020-10-05T19:04:07.75Z,101691,4,"Nice quality and colours, but the masks are too thick to breath and the design a bit bulky. "
111,0,0,0,en-US,2020-10-05T09:39:13.061Z,101691,5,So pretty and comfortable 
112,0,1,0,ru-RU,2020-10-09T17:11:45.33Z,101691,1,Just a rag
113,0,0,0,he-IL,2020-10-04T14:22:38.634Z,101691,5,Do not hurt the ears
114,0,0,0,en-US,2020-10-03T20:12:24.737Z,101691,5,Good cotton mask 
115,0,0,0,en-US,2020-09-30T18:07:27.625Z,101691,5,Very good quality and great colors. Love it!
116,0,0,1,en-US,2020-09-25T00:10:19.218Z,101691,4,"They’re cute colors. They’re thick and warm, so not recommended in the summer. On some, the straps get so long and loose that I can tie a knot and secure it all the way around my head and it doesn’t irritate my ears. But on one I stretched it too much trying to tie a knot in it, and broke the elastic. I can fix it. I also bought the black and brown leopard print set, they’re also cute. "
117,0,0,0,en-US,2020-09-17T00:33:09.562Z,101691,5,Great
118,0,0,0,en-US,2020-09-10T10:25:20.73Z,101691,5,perfect 🥇
119,0,0,21,en-US,2021-02-04T12:56:10.617Z,102455,5,"Dark gray, comfortable mask. The logo looks very good. Suitable for a smaller face."
120,0,0,20,en-US,2021-01-15T04:30:10.347Z,102455,5,"I gave the mask to a friend. It's suitable for a small face. It doesn't protect, but it's very comfortable and looks good. It doesn't interfere with breathing."
121,0,0,16,en-US,2021-01-15T23:50:11.261Z,102455,5,"As they have already written, the mask is for a small face - a child or a woman. The design is good, and I especially like the system for tightening around the ears. Reduces the delivery price."
122,0,0,16,en-US,2021-01-13T03:27:39.238Z,102455,5,"The mask fits well on the face. It's small for an adult and doesn't prefer it, but that's exactly what I like because it doesn't interfere with breathing."
123,0,1,20,en-US,2020-11-25T19:00:49.687Z,102455,4,"This mask does not protect, so it is easy to breathe through it. For a small head. The fabric is pleasant to the touch, does not irritate the skin. The biggest drawback - it does not cover from the nose to under the chin. They could make at least one more fold. The attachment is comfortable and well thought out, much more comfortable than an elastic band."
124,0,0,1,ru-RU,2021-02-04T13:17:36.126Z,102455,5,"for me all masks are big, so this is a great solution when there is no very close contact with people you can use and breathe easily, it is very convenient to adjust"
125,0,0,0,en-US,2021-02-05T20:58:33.982Z,102455,5,Comfortable mask with a pleasant reusable design.
126,0,0,0,en-US,2021-02-04T20:39:04.68Z,102455,5,One of the best things that can be said about this mask is that it reduces the cost of delivery.
127,0,0,0,en-US,2021-02-04T12:50:52.998Z,102455,5,Nice and comfortable mask that does not make it difficult to breathe. Suitable for woman or child.
128,0,0,0,ru-RU,2021-01-31T15:33:25.01Z,102455,5,"A comfortable mask against fines, stylish, cotton, I have no desire to cover my whole face with a mask, so this is just such a mask."
129,0,0,0,en-US,2021-01-31T04:58:49.387Z,102455,5,Very lightweight soft cotton mask without rubber straps. Extremely comfortable to wear and easy to wash. 
130,0,0,0,en-US,2021-01-30T06:01:01.055Z,102455,5,"Very nice mask. It easily fits in your pocket and there is no danger of stabbing, because there is no wire like other masks."
131,0,0,1,ru-RU,2021-01-25T15:09:03.27Z,102455,5,"This mask is small and does not fit the face tightly. In general, she breathes normally. Made of cotton, wash well."
132,0,0,1,en-US,2021-01-24T07:36:03.7Z,102455,4,"Маска, в принципі, класна. З приємної натуральної тканини, тонесенька. Але!!! треба знати, що після першого прання вона значно не зменшується в розмірах. Підійде на дитину або дівчину з маленьким обличчям. Тому, для маленького лиця - 5+++! Для стандартного дорослого - 4 не через якість, а саме через розмір"
133,0,0,0,en-US,2021-01-27T11:53:57.99Z,102455,5,"I gave the mask to my friend. It is stylish, dark gray, goes well."
134,0,0,0,en-US,2021-01-27T04:35:05.602Z,102455,5,Good product for daily protection
135,0,0,0,ru-RU,2021-01-25T19:42:14.772Z,102455,5,"A good mask for those who are forced to wear, but do not really want to do it)). Because it is small and a lot of air passes)."
136,0,0,0,ru-RU,2021-01-24T12:07:07.415Z,102455,5,"The best mask for a small face - gray, breathes well"
137,0,0,0,en-US,2021-01-23T19:47:55.787Z,102455,5,I gave the mask to a child. It is comfortable and looks good.
138,0,0,0,ru-RU,2021-01-21T11:33:56.486Z,102455,1,"I didn&#39;t like the mask, purely nominal, and small"
139,0,0,0,ja-JP,2021-01-21T03:18:00.039Z,102455,5,Use it with your usual mask. It is safe because there are no gaps. The design is also nice.
140,1,0,0,ru-RU,2021-01-18T20:40:53.689Z,102455,5,"no, not at all from a fashionable disease, but from the imperfection of this world, which has so obsessively invaded personal space lately, it reliably protects. During the time when you have to keep it on the face, the face does not fog up. After hand washing, I got a little hooked. Made of natural material, non-marking, reusable. Perfectly adjustable with straps. The size is really small, but I don&#39;t need to cover half of my face. I am very satisfied."
141,0,0,0,ar-SA,2021-01-18T04:16:44.748Z,102455,1,The muzzle is small and presses on the tear
142,0,0,1,ru-RU,2021-01-13T13:57:48.363Z,102455,5,"I took it for a child, it will not fit for medium and large face sizes."
143,0,0,0,en-US,2021-01-13T01:06:04.811Z,102455,5,"Very comfortable mask, although too small for an adult's head."
144,0,0,0,en-US,2021-01-06T02:58:03.375Z,102455,3,"A bit flimsy, but it works - not my favourite mask."
145,0,0,0,en-US,2021-01-03T14:13:00.499Z,102455,5,Good I will reorder 
146,0,0,1,he-IL,2020-12-29T09:13:06.065Z,102455,4,"Great for my girls, not suitable for men"
147,0,0,0,ar-SA,2021-01-02T17:16:18.013Z,102455,4,I like to buy it refreshing again and again
148,0,1,1,ru-RU,2020-12-25T17:38:35.277Z,102455,2,"In principle, at first it seems that the mask is not bad ... But there is still space below the chin, and most importantly, above the nose, it does not fit it, there is no wire inside. Thus, the effectiveness of this mask is minimized. It can be put on, like you have a mask on your face, but in fact it is almost useless. I do not recommend buying it .. it is very narrow and does not fit the nose well, hangs like a rag."
149,0,0,0,ru-RU,2020-12-20T16:11:49.1Z,102455,1,"After washing, the mask &quot;sat down&quot; very much. May need to be hand washed in cold water."
150,0,0,1,ru-RU,2020-12-14T05:53:36.996Z,102455,5,"The face does not sweat under the mask, this is a huge plus."
151,0,0,0,ru-RU,2020-12-17T11:59:24.294Z,102455,4,"Stylish black mask from Now Foods, black. I liked the mask."
152,0,0,0,en-US,2020-12-17T11:42:19.647Z,102455,1,I think it’s a kids mask. Didn’t realize 
153,0,0,1,en-US,2020-12-12T05:10:02.764Z,102455,5,"You can adjust the straps so it won’t pull the ears. I really like it. Careful if you’re buying it for a man, might not fit"
154,0,0,0,ar-SA,2020-12-15T00:14:06.555Z,102455,5,Practical and looks good
155,0,0,0,en-US,2020-12-13T21:47:55.623Z,102455,5,Good mask
156,0,0,0,ja-JP,2020-12-13T10:02:54.765Z,102455,5,It is lighter gray than the photo. I was fine but may be small for men. It looks cool and very satisfying! Made of organic cotton. It feels like natural cotton rather than a slippery material.
157,0,0,0,ja-JP,2020-12-13T01:09:53.136Z,102455,5,It may be small for men. Easy to breathe and gentle on the skin. I also like the gentle gray. The adjustment of the string is also good. The logo was on the upper left. I always fold it in half and iron it.
158,0,0,1,ru-RU,2020-12-08T00:28:44.649Z,102455,5,"The mask is good, dense, I wear it with pleasure, by pulling the straps you can adjust the size"
159,0,0,0,en-US,2020-12-12T08:20:24.267Z,102455,5,Excellent!
160,0,0,0,ru-RU,2020-12-10T23:35:32.876Z,102455,5,"Reusable mask. I liked that you can adjust the size of the cords, but the fact that they don&#39;t stick out very much."
161,0,0,0,ru-RU,2020-12-10T20:30:15.801Z,102455,5,"The mask looks darker here, in fact it is gray. It is quite comfortable if not worn under a hat, but with a hat for my ears it may not be very convenient for me, I have to wear a regular medical one, there are thin straps."
162,0,0,0,en-US,2020-12-10T11:25:58.56Z,102455,5,You can breathe.
163,0,0,0,en-US,2020-12-10T10:29:46.904Z,102455,3,"Quality is ok. 100% baumwolle. 
 but size is too small, even for a small women. "
164,0,0,0,ru-RU,2020-12-05T18:22:12.246Z,102455,2,"one fold is not enough for comfortable wearing, and advertising somewhere wrote that it was linen, but in fact it was cotton"
165,0,0,0,en-US,2020-12-05T12:36:27.976Z,102455,1,Can’t figure out how to use it... and it looks not a good enough quality 
166,0,0,2,ja-JP,2020-11-25T00:16:59.112Z,102455,2,"People with sensitive skin should stop buying. It rubs against the cheeks and causes rough skin. Also, because the length of the mask is short, if you cover your nose, your chin will come out, and if you cover your chin, there will be a gap next to your nose."
167,0,0,1,en-US,2020-11-29T09:01:58.276Z,102455,2,"way too small, can only fit small faces"
168,0,0,0,en-US,2020-12-03T09:06:02.728Z,102455,2,"I like that it's organic cotton. The mask is grey.T he material seems breathable (more breathable than polyester). Will have to try to see how long this mask lasts. 

Edit: i thought it was fitting me initially, but now that I tried again before going out of the apartment, i realize it's too small. It's a child's mask, or for an adult with a tiny head. 
Thumbs up if you want more sizes available ! :)"
169,0,0,1,en-US,2020-11-28T01:33:50.945Z,102455,5,"the mask is grey, but i like it so it's okay. good fabric too, hairs don't stick to it either."
170,0,0,1,ru-RU,2020-11-27T07:12:19.46Z,102455,4,"A simple but cute mask. It is multi-layered, inside between the fabric there is some kind of interlayer (filter?). How she will behave after washing, I don&#39;t know yet."
171,0,0,2,en-US,2020-11-20T18:29:30.028Z,102455,1,"The mask is made from loosely woven cotton, so it is useless as protection against viruses. It's the sort of a thing that's usually given away for free as a promotional item, but even if I got it for free, it would go straight to the bin."
172,0,1,0,ru-RU,2020-11-30T08:23:22.328Z,102455,5,Thank you very much for the clear and fast delivery! I will make more orders.
173,0,0,0,en-US,2020-11-24T10:44:02.209Z,102455,5,Great 
174,0,0,0,ru-RU,2020-11-23T16:13:31.267Z,102455,5,Greyish reusable mask. Made of cotton. Not a lot came with a smell. The smell disappeared after washing.
175,0,0,0,en-US,2020-11-23T03:57:25.949Z,102455,5,it’s good 
176,0,1,1,ru-RU,2020-11-22T09:18:47.789Z,102455,3,"A small linen cloth for a little face. Pretty. Good - material and price. The purpose of this product is not clear, but okay, let it be))"
177,0,0,0,en-US,2020-11-21T06:09:18.673Z,102455,2,"The mask is not too small for my face, but there is only one fold in the material for expanding the mask around the nose and chin, so it does not actually cover enough to use it and be protected.  If they had added just one more fold in the material to allow for the nose and chin, it would be perfect for small & medium adult faces. This could be for children if you add your own nose wire to help the mask shape the top of the mask.   "
178,0,0,0,en-US,2020-11-20T21:14:03.242Z,102455,5,"It's light, comfortable, and quick drying. The sides adjust for the perfect fit. "
179,0,0,0,en-US,2020-11-20T00:32:30.466Z,102455,2,Uncomfortable 
180,0,0,0,en-US,2020-11-18T08:26:34.931Z,102455,5,Great value for money! a bit small for my face but comfortable and looks nice.
181,0,0,0,ja-JP,2020-11-11T04:22:54.5Z,102455,3,I want a slightly larger size.
182,0,0,0,en-US,2020-11-09T17:22:35.105Z,102455,4,More useful for smaller faces.
183,0,0,0,ru-RU,2020-11-08T07:56:47.302Z,102455,3,"Sewing up somehow wrong, little bandage. But the linen material is very good"
184,0,0,2,en-US,2020-10-27T22:16:01.028Z,102455,3,"The mask is a little too small or I have an oversized head LOL
It also doesn’t cover the face from nose to chin or it’s my oversized head again.
But it is a shipping saver 😉"
185,1,0,0,ru-RU,2020-11-01T05:47:27.884Z,102455,5,"It moisturizes well, I like it"
186,0,0,1,he-IL,2020-10-27T15:02:06.885Z,102455,5,Very pleasant on the skin. There is a mechanism that you can put the mask on so that it does not hurt the ears
187,0,0,31,es-MX,2021-01-22T17:36:49.631Z,103204,5,"I love them, you have to take into account that they are size L, but they are very comfortable and the lenses do not mist."
188,0,1,22,en-US,2021-01-31T11:22:33.143Z,103205,5,"It is good to get such a mask, as they have recently become mandatory, no longer allow you to cover your mouth with a scarf."
